card_id,card_name,atk,dfd,guardian_star1,guardian_star2,type,starchips,password
384,Dark Rabbit,1100,1500,Moon,Uranus,Beast,120,99261403
385,Bickuribox,2300,2000,Moon,Neptune,Fiend,900,25655502
386,Harpie's Pet Dragon,2000,2500,Saturn,Moon,Dragon,5000,52040216
387,Mystic Lamp,400,300,Mercury,Uranus,Spellcaster,16,98049915
388,Pendulum Machine,1750,2000,Mercury,Neptune,Machine,1000,24433920
389,Giltia the D. Knight,1850,1500,Sun,Mars,Warrior,290,51828629
390,Launcher Spider,2200,2500,Mars,Pluto,Machine,6000,87322377
391,Zoa,2600,1900,Moon,Mercury,Fiend,6100,24311372
392,Metalzoa,3000,2300,Moon,Mars,Machine,10000,50705071
393,Zone Eater,250,200,Neptune,Sun,Aqua,10,86100785
394,Steel Scorpion,250,300,Jupiter,Neptune,Machine,10,13599884
395,Dancing Elf,300,200,Jupiter,Sun,Fairy,10,59983499
396,Ocubeam,1550,1650,Saturn,Venus,Fairy,260,86088138
397,Leghul,300,350,Jupiter,Moon,Insect,15,12472242
398,Ooguchi,300,250,Neptune,Moon,Aqua,10,58861941
399,Swordsman from a Foreign Land,250,250,Uranus,Venus,Warrior,10,85255550
400,Emperor of the Land and Sea,1800,1500,Neptune,Venus,Reptile,290,11250655
401,Ushi Oni,2150,1950,Jupiter,Venus,Fiend,700,48649353
402,Monster Eye,250,350,Moon,Jupiter,Fiend,15,84133008
403,Leogun,1750,1550,Uranus,Mercury,Beast,290,10538007
404,Tatsunootoshigo,1350,1600,Neptune,Mercury,Beast,180,47922711
405,Saber Slasher,1450,1500,Moon,Saturn,Machine,180,73911410
406,Yaiba Robo,1000,1300,Moon,Uranus,Machine,80,10315429
407,Machine King,2200,2000,Mars,Sun,Machine,800,46700124
408,Giant Mech-soldier,1750,1900,Moon,Neptune,Machine,400,72299832
409,Metal Dragon,1850,1700,Mars,Moon,Machine,350,9293977
410,Mechanical Spider,400,500,Jupiter,Mercury,Machine,20,45688586
411,Bat,300,350,Moon,Mercury,Machine,16,72076281
412,Giga-tech Wolf,1200,1400,Jupiter,Uranus,Machine,120,8471389
413,Cyber Soldier,1500,1700,Moon,Mars,Machine,260,44865098
414,Shovel Crusher,900,1200,Uranus,Neptune,Machine,60,71950093
415,Mechanicalchacer,1850,800,Moon,Jupiter,Machine,120,7359741
416,Blocker,850,1800,Moon,Saturn,Machine,120,34743446
417,Blast Juggler,800,900,Mars,Venus,Machine,40,70138455
418,Golgoil,900,1600,Venus,Neptune,Machine,100,7526150
419,Giganto,1700,1800,Moon,Uranus,Machine,350,33621868
420,Cyber-Stein,700,500,Moon,Neptune,Machine,25,69015963
421,Cyber Commander,750,700,Moon,Mercury,Machine,30,6400512
422,Jinzo #7,500,400,Moon,Mars,Machine,20,32809211
423,Dice Armadillo,1650,1800,Jupiter,Pluto,Machine,320,69893315
424,Sky Dragon,1900,1800,Saturn,Uranus,Dragon,1000,95288024
425,Thunder Dragon,1600,1500,Pluto,Jupiter,Thunder,1000,31786629
426,Stone D.,2000,2300,Uranus,Mars,Rock,2000,68171737
427,Kaiser Dragon,2300,2000,Sun,Jupiter,Dragon,2600,94566432
428,Magician of Faith,300,400,Sun,Saturn,Spellcaster,4000,31560081
429,Goddess of Whim,950,700,Sun,Uranus,Fairy,3900,67959180
430,Water Magician,1400,1000,Neptune,Mercury,Aqua,120,93343894
431,Ice Water,1150,900,Neptune,Moon,Aqua,56,20848593
432,Waterdragon Fairy,1100,700,Neptune,Venus,Aqua,46,66836598
433,Ancient Elf,1450,1200,Sun,Pluto,Spellcaster,120,93221206
434,Beautiful Beast Trainer,1750,1500,Jupiter,Neptune,Warrior,460,29616941
435,Water Girl,1250,1000,Neptune,Venus,Aqua,70,55014050
436,White Dolphin,500,400,Neptune,Jupiter,Fish,20,92409659
437,Deepsea Shark,1900,1600,Neptune,Mars,Fish,350,28593363
438,Metal Fish,1600,1900,Neptune,Saturn,Machine,350,55998462
439,Bottom Dweller,1650,1700,Neptune,Sun,Fish,290,81386177
440,7 Colored Fish,1800,800,Neptune,Sun,Fish,120,23771716
441,Mech Bass,1800,1500,Neptune,Venus,Machine,290,50176820
442,Aqua Dragon,2250,1900,Neptune,Moon,SeaSerpent,2700,86164529
443,Sea King Dragon,2000,1700,Neptune,Mercury,SeaSerpent,1500,23659124
444,Turu-Purun,450,500,Neptune,Jupiter,Aqua,20,59053232
445,Guardian of the Sea,1300,1000,Neptune,Mars,Aqua,80,85448931
446,Aqua Snake,1050,900,Neptune,Saturn,Aqua,50,12436646
447,Giant Red Seasnake,1800,800,Neptune,Sun,Aqua,120,58831685
448,Spike Seadra,1600,1300,Pluto,Mercury,SeaSerpent,180,85326399
449,"30,000-Year White Turtle",1250,2100,Neptune,Moon,Aqua,290,11714098
450,Kappa Avenger,1200,900,Neptune,Venus,Aqua,60,48109103
451,Kanikabuto,650,900,Neptune,Saturn,Aqua,30,84103702
452,Zarigun,600,700,Neptune,Mercury,Aqua,30,10598400
453,Millennium Golem,2000,2200,Uranus,Jupiter,Rock,1450,47986555
454,Destroyer Golem,1500,1000,Uranus,Sun,Rock,500,73481154
455,Barrel Rock,1000,1300,Uranus,Moon,Rock,80,10476868
456,Minomushi Warrior,1300,1200,Uranus,Venus,Rock,100,46864967
457,Stone Ghost,1200,1000,Uranus,Mercury,Rock,70,72269672
458,Kaminari Attack,1900,1400,Pluto,Venus,Thunder,290,9653271
459,Tripwire Beast,1200,1300,Pluto,Saturn,Thunder,100,45042329
460,Bolt Escargot,1400,1500,Pluto,Jupiter,Thunder,180,12146024
461,Bolt Penguin,1100,800,Pluto,Moon,Thunder,50,48531733
462,The Immortal of Thunder,1500,1300,Pluto,Sun,Thunder,160,84926738
463,Electric Snake,800,900,Pluto,Mars,Thunder,40,11324436
464,Wing Eagle,1800,1500,Saturn,Mercury,WingedBeast,290,47319141
465,Punished Eagle,2100,1800,Saturn,Pluto,WingedBeast,550,74703140
466,Skull Red Bird,1550,1200,Saturn,Sun,WingedBeast,140,10202894
467,Crimson Sunbird,2300,1800,Mars,Mercury,WingedBeast,1200,46696593
468,Queen Bird,1200,2000,Saturn,Moon,WingedBeast,260,73081602
469,Armed Ninja,300,300,Neptune,Mars,Warrior,16,9076207
470,Magical Ghost,1300,1400,Moon,Pluto,Zombie,140,46474915
471,Soul Hunter,2200,1800,Moon,Jupiter,Fiend,800,72869010
472,Air Eater,2100,1600,Moon,Saturn,Fiend,1000,8353769
473,Vermillion Sparrow,1900,1500,Mars,Venus,Pyro,320,35752363
474,Sea Kamen,1100,1300,Neptune,Sun,Aqua,120,71746462
475,Sinister Serpent,300,250,Neptune,Jupiter,Reptile,10,8131171
476,Ganigumo,600,800,Jupiter,Sun,Insect,30,34536276
477,Alinsection,950,700,Jupiter,Moon,Insect,36,70924884
478,Insect Soldiers of the Sky,1000,800,Saturn,Neptune,Insect,46,7019529
479,Cockroach Knight,800,900,Jupiter,Venus,Insect,50,33413638
480,Kuwagata a,1250,1000,Jupiter,Mercury,Insect,70,60802233
481,Burglar,850,800,Jupiter,Uranus,Beast,35,6297941
482,Pragtical,1900,1500,Uranus,Neptune,Dinosaur,320,33691040
483,Garvas,2000,1700,Jupiter,Pluto,Beast,1000,69780745
484,Ameba,300,350,Neptune,Moon,Aqua,15,95174353
485,Korogashi,550,400,Jupiter,Neptune,Insect,20,32569498
486,Boo Koo,650,500,Sun,Jupiter,Spellcaster,25,68963107
487,Flower Wolf,1800,1400,Jupiter,Sun,Beast,260,95952802
488,Rainbow Flower,400,500,Jupiter,Moon,Plant,20,21347810
489,Barrel Lily,1100,600,Jupiter,Venus,Plant,40,67841515
490,Needle Ball,750,700,Moon,Uranus,Fiend,30,94230224
491,Peacock,1700,1500,Jupiter,Mercury,WingedBeast,260,20624263
492,Hoshiningen,500,700,Sun,Neptune,Fairy,25,67629977
493,Maha Vailo,1550,1400,Sun,Venus,Spellcaster,180,93013676
494,Rainbow Marine Mermaid,1550,1700,Neptune,Venus,Fish,260,29402771
495,Musician King,1750,1500,Sun,Mars,Spellcaster,260,56907389
496,Wilmee,1000,1200,Jupiter,Uranus,Beast,70,92391084
497,Yado Karu,900,1700,Neptune,Mercury,Aqua,120,29380133
498,Morinphen,1550,1300,Moon,Neptune,Fiend,160,55784832
499,Kattapillar,250,300,Jupiter,Neptune,Insect,3000,81179446
500,Dragon Seeker,2000,2100,Moon,Mercury,Fiend,700,28563545
501,Man-eater Bug,450,600,Jupiter,Pluto,Insect,20,54652250
502,D. Human,1300,1100,Uranus,Mars,Warrior,120,81057959
503,Turtle Raccoon,700,900,Jupiter,Sun,Aqua,35,17441953
504,Fungi of the Musk,400,300,Jupiter,Moon,Fiend,15,53830602
505,Prisman,800,1000,Uranus,Jupiter,Rock,45,80234301
506,Gale Dogra,650,600,Jupiter,Venus,Insect,25,16229315
507,Crazy Fish,1600,1200,Neptune,Jupiter,Fish,160,53713014
508,Cyber Saurus,1800,1400,Uranus,Sun,Machine,260,89112729
509,Bracchio-raidus,2200,2000,Uranus,Moon,Dinosaur,800,16507828
510,Laughing Flower,900,500,Jupiter,Mercury,Plant,30,42591472
511,Bean Soldier,1400,1300,Jupiter,Uranus,Plant,140,84990171
512,Cannon Soldier,1400,1300,Moon,Mars,Machine,140,11384280
513,Guardian of the Throne Room,1650,1600,Sun,Saturn,Machine,260,47879985
514,Brave Scizzar,1300,1000,Moon,Jupiter,Machine,80,74277583
515,The Statue of Easter Island,1100,1400,Uranus,Venus,Rock,100,10262698
516,Muka Muka,600,300,Uranus,Mercury,Rock,20,46657337
517,Sand Stone,1300,1600,Uranus,Mars,Rock,180,73051941
518,Boulder Tortoise,1450,2200,Uranus,Neptune,Aqua,400,9540040
519,Fire Kraken,1600,1500,Mars,Saturn,Aqua,230,46534755
520,Turtle Bird,1900,1700,Saturn,Mars,Aqua,400,72929454
521,Skullbird,1900,1700,Saturn,Venus,WingedBeast,400,8327462
522,Monstrous Bird,2000,1900,Saturn,Mercury,WingedBeast,550,35712107
523,The Bistro Butcher,1800,1000,Moon,Saturn,Fiend,160,71107816
524,Star Boy,550,500,Neptune,Mars,Aqua,20,8201910
525,Spirit of the Mountain,1300,1800,Uranus,Jupiter,Spellcaster,230,34690519
526,Neck Hunter,1750,1900,Moon,Uranus,Fiend,400,70084224
527,Milus Radiant,300,250,Jupiter,Neptune,Beast,10,7489323
528,Togex,1600,1800,Uranus,Sun,Beast,320,33878931
529,Flame Cerebrus,2100,1800,Mars,Pluto,Pyro,550,60862676
530,Eldeen,950,1000,Mercury,Moon,Spellcaster,50,6367785
531,Mystical Sand,2100,1700,Mercury,Saturn,Rock,500,32751480
532,Gemini Elf,1900,900,Sun,Uranus,Spellcaster,160,69140098
533,Kwagar Hercules,1900,1700,Jupiter,Sun,Insect,400,95144193
534,Minar,850,750,Moon,Neptune,Insect,35,32539892
535,Kamakiriman,1150,1400,Jupiter,Moon,Insect,100,68928540
536,Mechaleon,800,600,Neptune,Saturn,Reptile,30,94412545
537,Mega Thunderball,750,600,Pluto,Mercury,Thunder,30,21817254
538,Niwatori,900,800,Jupiter,Venus,WingedBeast,40,7805359
539,Corroding Shark,1100,700,Moon,Pluto,Zombie,45,34290067
540,Skelengel,900,400,Sun,Pluto,Fairy,30,60694662
541,Hane-Hane,450,500,Saturn,Pluto,Beast,3800,7089711
542,Misairuzame,1400,1600,Neptune,Sun,Fish,200,33178416
543,Tongyo,1350,800,Neptune,Moon,Fish,60,69572024
544,Dharma Cannon,900,500,Moon,Mercury,Machine,30,96967123
545,Skelgon,1700,1900,Moon,Pluto,Zombie,4500,32355828
546,Wow Warrior,1250,900,Neptune,Mars,Fish,60,69750536
547,Griggle,350,300,Jupiter,Mercury,Plant,15,95744531
548,Bone Mouse,400,300,Moon,Pluto,Zombie,15,21239280
549,Frog The Jam,700,500,Neptune,Jupiter,Aqua,25,68638985
550,Behegon,1350,1000,Neptune,Saturn,Aqua,80,94022093
551,Dark Elf,2000,800,Mercury,Jupiter,Spellcaster,160,21417692
552,Winged Dragon #2,1200,1000,Saturn,Neptune,WingedBeast,70,57405307
553,Mushroom Man #2,1250,800,Jupiter,Uranus,Warrior,55,93900406
554,Lava Battleguard,1550,1800,Mercury,Mars,Warrior,4500,20394040
555,Tyhone #2,1700,1900,Mars,Uranus,Dragon,5000,56789759
556,The Wandering Doomed,800,600,Moon,Pluto,Zombie,30,93788854
557,Steel Ogre Grotto #1,1400,1800,Moon,Mars,Machine,260,29172562
558,Pot the Trick,400,400,Moon,Jupiter,Rock,20,55567161
559,Oscillo Hero,1250,700,Venus,Sun,Warrior,50,82065276
560,Dimensional Invader,950,1400,Venus,Mars,Fiend,80,28450915
561,Lesser Dragon,1200,1000,Moon,Saturn,Dragon,70,55444629
562,Needle Worm,750,600,Jupiter,Pluto,Insect,3500,81843628
563,Wretched Ghost of the Attic,550,400,Mercury,Uranus,Fiend,20,17238333
564,Great Mammoth of Goldfine,2200,1800,Moon,Pluto,Zombie,800,54622031
565,Man-eating Black Shark,2100,1300,Neptune,Sun,Fish,320,80727036
566,Yormungarde,1200,900,Neptune,Moon,Reptile,60,17115745
567,Darkworld Thorns,1200,900,Moon,Jupiter,Plant,60,43500484
568,Anthrosaurus,1000,850,Uranus,Moon,Dinosaur,45,89904598
569,Drooling Lizard,900,800,Neptune,Venus,Reptile,40,16353197
570,Trakadon,1300,800,Uranus,Venus,Dinosaur,60,42348802
571,B. Dragon Jungle King,2100,1800,Jupiter,Neptune,Dragon,2100,89832901
572,Empress Judge,2100,1700,Uranus,Venus,Warrior,500,15237615
573,Little D,1100,700,Uranus,Mercury,Dinosaur,45,42625254
574,Witch of the Black Forest,1100,1200,Mercury,Pluto,Spellcaster,80,78010363
575,Ancient One of the Deep Forest,1800,1900,Jupiter,Sun,Beast,1000,14015067
576,Giant Scorpion of the Tundra,1100,1000,Jupiter,Moon,Insect,60,41403766
577,Crow Goblin,1850,1600,Saturn,Mars,WingedBeast,320,77998771
578,Leo Wizard,1350,1200,Mercury,Neptune,Spellcaster,100,4392470
579,Abyss Flower,750,400,Jupiter,Venus,Plant,25,40387124
580,Patrol Robo,1100,900,Moon,Uranus,Machine,55,76775123
581,Takuhee,1450,1000,Saturn,Sun,WingedBeast,120,3170832
582,Dark Witch,1800,1700,Sun,Neptune,Fairy,350,35565537
583,Weather Report,950,1500,Neptune,Mercury,Aqua,120,72053645
584,Binding Chain,1000,1100,Sun,Venus,Fairy,60,8058240
585,Mechanical Snail,800,1000,Moon,Neptune,Machine,45,34442949
586,Greenkappa,650,900,Moon,Mercury,Warrior,30,61831093
587,Mon Larvas,1300,1400,Jupiter,Mercury,Beast,140,7225792
588,Living Vase,900,1100,Jupiter,Uranus,Plant,55,34320307
589,Tentacle Plant,500,600,Jupiter,Pluto,Plant,25,60715406
590,Beaked Snake,800,900,Neptune,Jupiter,Reptile,40,6103114
591,Morphing Jar,700,600,Uranus,Neptune,Rock,30,33508719
592,Muse-A,850,900,Sun,Mars,Fairy,40,69992868
593,Giant Turtle Who Feeds on Flames,1400,1800,Neptune,Mars,Aqua,260,96981563
594,Rose Spectre of Dunn,2000,1800,Moon,Jupiter,Plant,500,32485271
595,Fiend Refrection #1,1300,1400,Venus,Jupiter,WingedBeast,140,68870276
596,Ghoul with an Appetite,1600,1200,Moon,Pluto,Zombie,160,95265975
597,Pale Beast,1500,1200,Jupiter,Neptune,Beast,140,21263083
598,Little Chimera,600,550,Saturn,Moon,Beast,25,68658728
599,Violent Rain,1550,800,Neptune,Mercury,Aqua,80,94042337
600,Key Mace #2,1050,1200,Mercury,Moon,Fiend,70,20541432
601,Tenderness,700,1400,Sun,Jupiter,Fairy,60,57935140
602,Penguin Soldier,750,500,Neptune,Mars,Aqua,25,93920745
603,Fairy Dragon,1100,1200,Sun,Saturn,Dragon,5000,20315854
604,Obese Marmot of Nefariousness,750,800,Moon,Mars,Beast,30,56713552
605,Liquid Beast,950,800,Neptune,Saturn,Aqua,40,93108297
606,Twin Long Rods #2,850,700,Neptune,Sun,Aqua,30,29692206
607,Great Bill,1250,1300,Jupiter,Sun,Beast,100,55691901
608,Shining Friendship,1300,1100,Sun,Uranus,Fairy,120,82085619
609,Bladefly,600,700,Jupiter,Moon,Insect,30,28470714
610,Electric Lizard,850,800,Pluto,Sun,Thunder,35,55875323
611,Hiro's Shadow Scout,650,500,Moon,Saturn,Fiend,25,81863068
612,Lady of Faith,1100,800,Sun,Pluto,Spellcaster,50,17358176
613,Twin-headed Thunder Dragon,2800,2100,Pluto,Moon,Thunder,1500,54752875
614,Hunter Spider,1600,1400,Jupiter,Venus,Insect,200,80141480
615,Armored Starfish,850,1400,Neptune,Moon,Aqua,70,17535588
616,Hourglass of Courage,1100,1200,Sun,Neptune,Fairy,80,43530283
617,Marine Beast,1700,1600,Neptune,Mercury,Fish,290,29929832
618,Warrior of Tradition,1900,1700,Mercury,Mars,Warrior,400,56413937
619,Rock Spirit,1650,1900,Uranus,Mars,Spellcaster,350,82818645
620,Snakeyashi,1000,1200,Jupiter,Mercury,Plant,70,29802344
621,Succubus Knight,1650,1300,Mercury,Jupiter,Warrior,180,55291359
622,Ill Witch,1600,1500,Sun,Venus,Spellcaster,230,81686058
623,The Thing That Hides In the Mud,1200,1300,Uranus,Jupiter,Rock,100,18180762
624,High Tide Gyojin,1650,1300,Neptune,Mercury,Aqua,180,54579801
625,Fairy of the Fountain,1600,1100,Neptune,Venus,Aqua,140,81563416
626,Amazon of the Seas,1300,1400,Neptune,Mars,Fish,140,17968114
627,Nekogal #2,1900,2000,Jupiter,Uranus,BeastWarrior,550,43352213
628,Witch's Apprentice,550,500,Mercury,Saturn,Spellcaster,3335,80741828
629,Armored Rat,950,1100,Jupiter,Pluto,Beast,55,16246527
630,Ancient Lizard Warrior,1400,1100,Neptune,Saturn,Reptile,100,43230671
631,Maiden of the Moonlight,1500,1300,Moon,Venus,Spellcaster,160,79629370
632,Stone Ogre Grotto,1600,1500,Uranus,Sun,Rock,230,15023985
633,Winged Egg of New Life,1400,1700,Sun,Mars,Fairy,230,42418084
634,Night Lizard,1150,1300,Neptune,Jupiter,Aqua,120,78402798
635,Queen's Double,350,300,Uranus,Moon,Warrior,15,5901497
636,Blue-winged Crown,1600,1200,Saturn,Venus,WingedBeast,160,41396436
637,Trent,1500,1800,Jupiter,Sun,Plant,290,78780140
638,Queen of Autumn Leaves,1800,1500,Jupiter,Moon,Plant,290,4179849
639,Amphibious Bugroth,1850,1300,Neptune,Sun,Aqua,230,40173854
640,Acid Crawler,900,700,Jupiter,Venus,Insect,2792,77568553
641,Invader of the Throne,1350,1700,Uranus,Venus,Warrior,200,3056267
642,Mystical Sheep #1,1150,900,Venus,Saturn,Beast,55,30451366
643,Disk Magician,1350,1000,Moon,Uranus,Machine,80,76446915
644,Flame Viper,400,450,Mars,Pluto,Pyro,20,2830619
645,Royal Guard,1900,2200,Uranus,Mercury,Machine,700,39239728
646,Gruesome Goo,1300,700,Neptune,Moon,Aqua,55,65623423
647,Hyosube,1500,900,Neptune,Venus,Aqua,120,2118022
648,Machine Attacker,1600,1300,Moon,Neptune,Machine,180,38116136
649,Hibikime,1450,1000,Mercury,Uranus,Warrior,120,64501875
650,Whiptail Crow,1650,1600,Moon,Mercury,Fiend,260,91996584
651,Kunai with Chain,0,0,N/A,N/A,Equip,2600,37390589
652,Magical Labyrinth,0,0,N/A,N/A,Equip,50,64389297
653,Warrior Elimination,0,0,N/A,N/A,Magic,1000,90873992
654,Salamandra,0,0,N/A,N/A,Equip,3000,32268901
655,Cursebreaker,0,0,N/A,N/A,Magic,10,69666645
656,Eternal Rest,0,0,N/A,N/A,Magic,1000,95051344
657,Megamorph,0,0,N/A,N/A,Equip,26000,22046459
658,Metalmorph,0,0,N/A,N/A,Equip,800,68540058
659,Winged Trumpeter,0,0,N/A,N/A,Equip,800,94939166
660,Stain Storm,0,0,N/A,N/A,Magic,1000,21323861
661,Crush Card,0,0,N/A,N/A,Magic,22500,57728570
662,Eradicating Aerosol,0,0,N/A,N/A,Magic,1000,94716515
663,Breath of Light,0,0,N/A,N/A,Magic,1000,20101223
664,Eternal Draught,0,0,N/A,N/A,Magic,1200,56606928
665,Curse of Millennium Shield,0,0,N/A,N/A,Ritual,10,83094937
666,Yamadron Ritual,0,0,N/A,N/A,Ritual,10,29089635
667,Gate Guardian Ritual,0,0,N/A,N/A,Ritual,1000,56483330
668,Bright Castle,0,0,N/A,N/A,Equip,8000,82878489
669,Shadow Spell,0,0,N/A,N/A,Magic,20000,29267084
670,Black Luster Ritual,0,0,N/A,N/A,Ritual,1000,55761792
671,Zera Ritual,0,0,N/A,N/A,Ritual,100,81756897
672,Harpie's Feather Duster,0,0,N/A,N/A,Magic,7000,18144506
673,War-lion Ritual,0,0,N/A,N/A,Ritual,100,54539105
674,Beastry Mirror Ritual,0,0,N/A,N/A,Ritual,100,81933259
675,Ultimate Dragon,0,0,N/A,N/A,Ritual,500,17928958
676,Commencement Dance,0,0,N/A,N/A,Ritual,50,43417563
677,Hamburger Recipe,0,0,N/A,N/A,Ritual,50,80811661
678,Revival of Sengenjin,0,0,N/A,N/A,Ritual,100,16206366
679,Novox's Prayer,0,0,N/A,N/A,Ritual,50,43694075
680,Curse of Tri-Horned Dragon,0,0,N/A,N/A,Ritual,50,79699070
681,House of Adhesive Tape,0,0,N/A,N/A,Trap,500,15083728
682,Eatgaboon,0,0,N/A,N/A,Trap,1000,42578427
683,Bear Trap,0,0,N/A,N/A,Trap,2000,78977532
684,Invisible Wire,0,0,N/A,N/A,Trap,4000,15361130
685,Acid Trap Hole,0,0,N/A,N/A,Trap,6000,41356845
686,Widespread Ruin,0,0,N/A,N/A,Trap,1000,77754944
687,Goblin Fan,0,0,N/A,N/A,Trap,1000,4149689
688,Bad Reaction to Simochi,0,0,N/A,N/A,Trap,1000,40633297
689,Reverse Trap,0,0,N/A,N/A,Trap,5500,77622396
690,Fake Trap,0,0,N/A,N/A,Trap,2000,3027001
691,Revived of Serpent Night Dragon,0,0,N/A,N/A,Ritual,200,39411600
692,Turtle Oath,0,0,N/A,N/A,Ritual,100,76806714
693,Contruct of Mask,0,0,N/A,N/A,Ritual,100,2304453
694,Resurrection of Chakra,0,0,N/A,N/A,Ritual,100,39399168
695,Puppet Ritual,0,0,N/A,N/A,Ritual,50,5783166
696,Javelin Beetle Pact,0,0,N/A,N/A,Ritual,5638,41182875
697,Garma Sword Oath,0,0,N/A,N/A,Ritual,50,78577570
698,Cosmo Queen's Prayer,0,0,N/A,N/A,Ritual,50,4561679
699,Revival of Skeleton Rider,0,0,N/A,N/A,Ritual,10,31066283
700,Fortress Whale's Oath,0,0,N/A,N/A,Ritual,10,77454922
701,Performance of Sword,1950,1850,Sun,Saturn,Warrior,3000,4849037
702,Hungry Burger,2000,1850,Moon,Mars,Warrior,3500,30243636
703,Sengenjin,2750,2500,Jupiter,Mercury,BeastWarrior,16000,76232340
704,Skull Guardian,2050,2500,Sun,Jupiter,Warrior,12000,3627449
705,Tri-horned Dragon,2850,2350,Moon,Jupiter,Dragon,9950,39111158
706,Serpent Night Dragon,2350,2400,Mercury,Pluto,Dragon,12000,66516792
707,Skull Knight,2650,2250,Mercury,Neptune,Spellcaster,6500,2504891
708,Cosmo Queen,2900,2450,Venus,Uranus,Spellcaster,14500,38999506
709,Chakra,2450,2000,Mercury,Moon,Fiend,9000,65393205
710,Crab Turtle,2550,2500,Neptune,Jupiter,Aqua,12500,91782219
711,Mikazukinoyaiba,2200,2350,Sun,Uranus,Dragon,9000,38277918
712,Meteor Dragon,1800,2000,Uranus,Neptune,Dragon,2000,64271667
713,Meteor B. Dragon,3500,2000,Mars,Sun,Dragon,15000,90660762
714,Firewing Pegasus,2250,1800,Mars,Moon,Beast,2250,27054370
715,Psycho-Puppet,2000,2350,Moon,Saturn,Fiend,9000,63459075
716,Garma Sword,2550,2150,Moon,Uranus,Warrior,15000,90844184
717,Javelin Beetle,2450,2550,Jupiter,Uranus,Insect,12500,26932788
718,Fortress Whale,2350,2150,Neptune,Saturn,Fish,9000,62337487
719,Dokurorider,1900,1850,Uranus,Mars,Zombie,3900,99721536
720,Mask of Shine & Dark,2000,1800,Venus,Pluto,Spellcaster,9000,25110231
721,Dark Magic Ritual,0,0,N/A,N/A,Ritual,8000,30208479
722,Magician of Black Chaos,2800,2600,Mercury,Mars,Spellcaster,16000,76792184
