card_id,opponent,sa-pow,bcd-pt,sa-tec
129,Desert Mage,16,18,16
129,High Mage Martis,12,12,12
129,Heishin 2nd,22,28,1
130,Simon Muran,52,57,0
130,Jono,44,44,40
130,Seto,0,21,0
130,Yami Bakura,46,48,40
130,Jono 2nd,44,46,1
130,High Mage Secmeton,25,33,0
130,Forest Mage,24,22,0
130,Meadow Mage,90,100,90
131,Ocean Mage,26,0,0
131,High Mage Secmeton,25,35,0
131,High Mage Atenza,25,27,0
131,Labyrinth Mage,16,14,0
131,Guardian Sebek,24,26,24
131,Nitemare,0,48,0
132,Villager2,15,0,0
132,Villager3,28,0,0
132,Heishin,0,28,1
132,Bandit Keith,28,40,36
132,Labyrinth Mage,30,38,0
132,Guardian Sebek,24,26,24
132,Heishin 2nd,22,28,1
132,Duel Master K,28,0,0
133,Villager3,14,18,17
133,Seto,134,21,0
133,Forest Mage,24,22,0
133,High Mage Martis,12,12,12
133,Duel Master K,14,18,16
134,Seto,0,21,0
134,Rex Raptor,18,19,16
134,Shadi,12,12,0
134,Yami Bakura,46,48,40
134,Ocean Mage,12,12,1
134,High Mage Secmeton,25,33,0
134,Forest Mage,24,22,0
134,Desert Mage,16,18,16
135,Jono,44,44,40
135,Villager2,15,26,25
135,Villager3,14,18,17
135,Seto,0,21,0
135,Heishin,16,28,1
135,Bandit Keith,28,40,36
135,Shadi,12,12,0
135,Jono 2nd,44,46,1
135,Ocean Mage,12,12,1
135,Forest Mage,24,22,0
135,Labyrinth Mage,14,16,0
135,Heishin 2nd,5,28,1
135,Duel Master K,14,18,16
136,Mai Valentine,30,40,0
136,Mage Soldier,44,48,0
136,High Mage Atenza,21,27,1
136,High Mage Martis,12,12,12
136,Guardian Neku,42,42,0
136,Seto 3rd,0,32,48
137,Simon Muran,42,57,1
137,Jono,44,44,40
137,Seto,0,21,0
137,Mage Soldier,20,24,1
137,Jono 2nd,44,46,1
137,Seto 3rd,0,32,30
138,Villager2,15,26,0
138,Villager3,14,18,0
138,High Mage Martis,12,12,12
138,Labyrinth Mage,15,16,0
138,Seto 2nd,16,18,2
138,Duel Master K,14,18,0
139,Villager2,15,26,25
139,Villager3,14,18,17
139,Heishin,0,28,1
139,Rex Raptor,18,19,16
139,Bandit Keith,28,40,36
139,Shadi,12,12,12
139,Ocean Mage,12,12,1
139,Desert Mage,16,18,16
139,High Mage Martis,12,12,12
139,Labyrinth Mage,15,16,0
139,Guardian Sebek,24,26,24
139,Heishin 2nd,22,28,1
139,Duel Master K,14,18,16
140,Villager2,15,26,0
140,Villager3,26,36,20
140,Shadi,32,0,0
140,Isis,44,64,56
140,Ocean Mage,24,24,1
140,High Mage Martis,12,12,12
140,Labyrinth Mage,30,38,0
140,Nitemare,0,48,0
140,Duel Master K,26,36,20
141,Villager2,15,26,0
141,Villager3,14,18,0
141,Weevil Underwood,20,26,1
141,High Mage Anubisius,22,22,1
141,High Mage Martis,12,12,12
141,Labyrinth Mage,14,14,0
141,Duel Master K,14,18,0
142,Villager3,14,18,17
142,Heishin,10,28,1
142,Yami Bakura,46,48,40
142,High Mage Secmeton,25,33,0
142,High Mage Martis,25,26,25
142,Heishin 2nd,22,28,1
142,Duel Master K,14,18,16
143,Heishin,10,28,1
143,Rex Raptor,10,19,16
143,Yami Bakura,46,48,40
143,High Mage Secmeton,25,33,0
143,Desert Mage,16,18,16
143,High Mage Martis,25,26,25
143,Heishin 2nd,22,28,1
144,Heishin,10,28,1
144,Rex Raptor,10,19,16
144,Shadi,12,12,0
144,Yami Bakura,46,48,40
144,Ocean Mage,12,12,1
144,High Mage Secmeton,25,33,0
144,Desert Mage,16,18,16
144,High Mage Martis,25,26,25
144,Heishin 2nd,22,28,1
145,Seto,0,21,0
145,Heishin,10,28,1
145,Rex Raptor,10,19,16
145,Shadi,12,12,1
145,Yami Bakura,46,48,40
145,Ocean Mage,12,12,1
145,High Mage Secmeton,25,33,0
145,Forest Mage,14,22,0
145,Desert Mage,16,18,16
145,High Mage Martis,12,12,12
145,Heishin 2nd,22,28,1
146,Villager1,12,0,0
146,Montain Mage,11,10,8
147,Rex Raptor,10,19,16
147,Shadi,12,12,1
147,Ocean Mage,12,12,1
147,Desert Mage,16,18,16
147,Seto 2nd,16,18,2
148,Rex Raptor,10,19,16
148,Shadi,12,12,1
148,Mage Soldier,20,24,0
148,Ocean Mage,12,12,1
148,Desert Mage,16,18,16
148,High Mage Martis,12,12,12
148,Seto 3rd,0,32,16
149,Weevil Underwood,26,0,0
149,Mai Valentine,30,40,45
149,Mage Soldier,44,48,0
149,High Mage Anubisius,22,22,1
149,High Mage Atenza,25,27,1
149,High Mage Martis,12,12,12
149,Guardian Neku,16,42,1
149,Seto 3rd,0,32,16
150,Ocean Mage,26,0,0
150,High Mage Secmeton,25,35,0
150,Labyrinth Mage,14,12,0
150,Guardian Sebek,24,26,24
150,Nitemare,0,48,0
151,Kaiba,12,13,0
151,Nitemare,0,0,48
152,Jono,44,44,40
152,Villager2,15,26,23
152,Villager3,14,18,17
152,Seto,0,21,0
152,Shadi,0,44,1
152,Isis,44,64,56
152,Jono 2nd,44,46,1
152,Ocean Mage,34,38,1
152,Forest Mage,24,22,0
152,Labyrinth Mage,14,14,16
152,Duel Master K,14,18,16
153,Villager1,12,0,0
153,Montain Mage,11,10,8
154,Jono,44,44,40
154,Villager2,15,26,23
154,Villager3,14,18,17
154,Seto,0,21,0
154,Heishin,22,28,1
154,Bandit Keith,28,40,36
154,Shadi,12,12,1
154,Jono 2nd,44,46,1
154,Ocean Mage,12,12,1
154,Forest Mage,24,22,0
154,Labyrinth Mage,14,14,16
154,Heishin 2nd,22,28,1
154,Duel Master K,14,18,16
155,Villager3,14,18,17
155,Rex Raptor,18,19,16
155,Pegasus,36,38,1
155,Desert Mage,16,18,16
155,High Mage Martis,12,12,12
155,Darknite,22,24,1
155,Duel Master K,14,18,16
156,Rex Raptor,18,19,16
156,Shadi,12,12,1
156,Ocean Mage,12,12,1
156,Desert Mage,16,18,16
156,Seto 2nd,16,18,2
157,Seto,120,42,0
157,Weevil Underwood,10,26,1
157,Shadi,12,12,1
157,Ocean Mage,12,12,1
157,Forest Mage,44,42,0
157,High Mage Anubisius,22,22,1
158,Seto,0,42,0
158,Rex Raptor,18,19,16
158,Weevil Underwood,10,26,1
158,Shadi,12,12,1
158,Ocean Mage,12,12,1
158,Forest Mage,44,42,0
158,High Mage Anubisius,22,22,1
158,Desert Mage,16,18,16
159,Seto,0,21,0
159,Shadi,12,12,0
159,Pegasus,36,38,1
159,Ocean Mage,12,12,1
159,Forest Mage,20,22,0
160,Rex Raptor,18,19,16
160,Weevil Underwood,0,0,50
160,Shadi,12,12,0
160,Pegasus,0,0,48
160,Ocean Mage,12,12,1
160,Desert Mage,16,18,16
160,Seto 2nd,16,18,30
161,Rex Raptor,18,19,16
161,Weevil Underwood,0,0,50
161,Shadi,12,12,0
161,Pegasus,0,0,48
161,Ocean Mage,12,12,1
161,Desert Mage,16,18,16
161,Seto 2nd,16,18,30
162,Villager2,15,26,0
162,Villager3,14,18,0
162,Mage Soldier,22,24,1
162,High Mage Martis,12,12,12
162,Labyrinth Mage,14,14,12
162,Guardian Neku,10,21,1
162,Seto 3rd,22,32,0
162,Duel Master K,14,18,0
163,Kaiba,12,13,0
163,High Mage Atenza,0,0,25
164,Villager2,15,0,0
164,Weevil Underwood,22,26,0
164,Mage Soldier,22,24,0
164,High Mage Anubisius,22,22,1
164,High Mage Martis,12,12,12
164,Labyrinth Mage,14,14,12
164,Guardian Neku,10,21,1
164,Seto 3rd,22,32,0
165,Villager1,12,0,0
165,Montain Mage,11,12,8
166,Weevil Underwood,22,26,0
166,Mage Soldier,22,24,0
166,High Mage Anubisius,22,22,1
166,Seto 2nd,16,0,0
166,Guardian Neku,20,21,1
167,Simon Muran,52,56,1
167,Teana,180,180,1
167,Villager1,74,76,60
167,Villager2,15,26,23
167,Villager3,14,18,17
167,Teana 2nd,100,182,1
167,Montain Mage,72,74,0
167,Duel Master K,14,18,16
168,Mai Valentine,30,40,0
168,Pegasus,36,0,0
168,Isis,50,0,0
168,Kaiba,80,0,0
168,Mage Soldier,22,24,0
168,High Mage Atenza,25,27,1
168,High Mage Kepura,24,40,48
168,Seto 2nd,0,0,48
168,Guardian Neku,20,21,1
168,Darknite,22,24,1
168,Nitemare,1,48,0
169,Villager2,15,26,0
169,Villager3,14,18,0
169,Mage Soldier,22,24,1
169,High Mage Martis,25,26,25
169,Labyrinth Mage,14,14,12
169,Guardian Neku,20,21,1
169,Seto 3rd,22,32,0
169,Duel Master K,0,18,0
170,Mai Valentine,30,0,0
170,Bandit Keith,30,0,0
170,Shadi,0,0,80
170,Yami Bakura,50,0,0
170,Mage Soldier,24,0,0
170,High Mage Secmeton,25,33,0
170,High Mage Atenza,25,27,1
170,Guardian Sebek,24,26,24
170,Guardian Neku,20,21,1
171,Villager2,15,0,0
171,Villager3,14,0,0
171,Weevil Underwood,22,26,0
171,Mage Soldier,22,24,0
171,High Mage Anubisius,22,22,1
171,High Mage Martis,12,12,12
171,Labyrinth Mage,14,14,12
171,Guardian Neku,20,21,1
171,Seto 3rd,22,32,0
171,Duel Master K,14,0,0
172,Villager2,15,26,0
172,Villager3,13,18,0
172,High Mage Martis,12,12,12
172,Labyrinth Mage,14,14,12
172,Seto 2nd,16,0,48
172,Duel Master K,13,18,0
173,Rex Raptor,18,19,16
173,Shadi,12,12,0
173,Mage Soldier,22,24,1
173,Ocean Mage,12,12,1
173,Desert Mage,16,18,16
173,High Mage Martis,25,26,25
173,Guardian Neku,20,21,1
173,Seto 3rd,22,32,0
174,Jono,44,44,40
174,Seto,0,21,0
174,Heishin,20,28,1
174,Yami Bakura,46,48,40
174,Jono 2nd,44,46,1
174,High Mage Secmeton,25,33,0
174,Forest Mage,20,22,0
174,High Mage Martis,12,12,12
174,Heishin 2nd,20,28,0
175,Rex Raptor,18,19,16
175,Mage Soldier,22,24,0
175,Desert Mage,16,18,16
175,High Mage Martis,25,26,25
175,Guardian Neku,20,21,1
175,Seto 3rd,22,32,0
176,Seto,0,38,0
176,Rex Raptor,18,19,16
176,Shadi,12,12,0
176,Ocean Mage,12,12,1
176,Forest Mage,20,42,0
176,Desert Mage,16,18,16
177,Villager2,15,26,23
177,Villager3,28,24,26
177,Rex Raptor,18,19,16
177,Shadi,24,24,0
177,Isis,44,64,56
177,Ocean Mage,24,24,1
177,Desert Mage,16,18,16
177,High Mage Martis,12,12,12
177,Labyrinth Mage,14,14,16
177,Nitemare,1,40,0
177,Duel Master K,28,24,26
178,Villager3,13,18,16
178,Seto,136,0,0
178,Rex Raptor,18,19,16
178,Mage Soldier,22,24,1
178,Desert Mage,16,18,16
178,High Mage Martis,25,26,25
178,Guardian Neku,20,21,1
178,Seto 3rd,22,32,0
178,Duel Master K,13,18,16
179,Seto,0,21,0
179,Heishin,10,28,1
179,Shadi,12,12,0
179,Yami Bakura,46,48,40
179,Ocean Mage,12,12,0
179,High Mage Secmeton,25,33,0
179,Forest Mage,20,22,0
179,High Mage Martis,12,12,12
179,Heishin 2nd,10,28,0
180,Villager3,13,18,16
180,Seto,0,21,0
180,Rex Raptor,18,19,16
180,Weevil Underwood,20,26,1
180,Forest Mage,20,22,0
180,High Mage Anubisius,22,22,1
180,Desert Mage,16,18,16
180,High Mage Martis,12,12,12
180,Duel Master K,13,18,0
181,Villager2,15,26,0
181,Villager3,13,18,0
181,Mage Soldier,22,24,1
181,High Mage Martis,25,26,25
181,Labyrinth Mage,14,14,14
181,Guardian Neku,20,21,1
181,Seto 3rd,22,28,0
181,Duel Master K,13,18,0
182,Jono,44,44,40
182,Seto,0,21,0
182,Shadi,12,12,0
182,Jono 2nd,44,46,1
182,Ocean Mage,12,12,0
182,Forest Mage,20,22,0
182,Seto 2nd,16,16,12
183,Seto,0,21,0
183,Heishin,0,28,1
183,Rex Raptor,18,19,16
183,Shadi,12,12,0
183,Yami Bakura,46,48,40
183,Ocean Mage,12,12,0
183,High Mage Secmeton,25,10,0
183,Forest Mage,20,22,0
183,Desert Mage,16,18,16
183,High Mage Martis,12,12,12
183,Heishin 2nd,10,28,0
184,Heishin,0,28,1
184,Rex Raptor,18,19,16
184,Shadi,12,12,0
184,Yami Bakura,46,48,40
184,Ocean Mage,12,12,0
184,High Mage Secmeton,25,10,0
184,Desert Mage,16,18,16
184,High Mage Martis,12,12,12
184,Heishin 2nd,0,28,0
185,Jono,44,44,40
185,Seto,0,21,0
185,Jono 2nd,44,46,1
185,Forest Mage,20,22,0
185,Seto 2nd,16,18,2
186,Weevil Underwood,22,26,0
186,Mai Valentine,32,80,90
186,Pegasus,36,40,0
186,Mage Soldier,22,24,0
186,High Mage Anubisius,22,22,1
186,High Mage Atenza,55,56,1
186,Guardian Neku,20,21,1
186,Darknite,22,24,1
187,Rex Raptor,16,19,16
187,Shadi,12,12,0
187,Pegasus,36,38,1
187,Ocean Mage,10,12,0
187,Desert Mage,16,18,16
188,Rex Raptor,18,19,16
188,Pegasus,20,38,1
188,Desert Mage,16,18,16
188,High Mage Martis,12,12,12
188,Darknite,22,24,1
189,Rex Raptor,18,19,16
189,Shadi,12,12,0
189,Pegasus,20,38,1
189,Ocean Mage,10,12,0
189,Desert Mage,16,18,16
189,High Mage Martis,12,12,12
189,Darknite,22,24,1
190,Villager3,13,18,16
190,Heishin,0,28,1
190,Rex Raptor,16,19,16
190,Yami Bakura,46,48,40
190,High Mage Secmeton,25,33,0
190,Desert Mage,16,18,16
190,High Mage Martis,25,26,25
190,Heishin 2nd,20,28,0
190,Duel Master K,13,18,0
191,Jono,44,44,40
191,Villager2,15,26,23
191,Villager3,13,18,16
191,Seto,136,21,18
191,Shadi,12,12,0
191,Jono 2nd,44,46,1
191,Ocean Mage,10,12,1
191,Forest Mage,20,22,0
191,Labyrinth Mage,14,14,13
191,Duel Master K,13,18,16
192,Simon Muran,52,56,1
192,Villager1,74,76,60
192,Yami Bakura,46,48,40
192,Montain Mage,72,74,56
192,Guardian Neku,0,0,32
193,Weevil Underwood,22,26,0
193,Shadi,24,0,0
193,Isis,44,64,0
193,Mage Soldier,22,24,0
193,Ocean Mage,22,24,1
193,High Mage Anubisius,22,22,1
193,Labyrinth Mage,14,14,13
193,Guardian Neku,14,21,1
193,Nitemare,1,40,0
194,Weevil Underwood,22,26,0
194,Mage Soldier,44,48,0
194,High Mage Anubisius,22,22,1
194,High Mage Martis,12,12,12
194,Guardian Neku,24,42,48
194,Seto 3rd,22,28,0
195,Seto,0,21,0
195,Rex Raptor,18,19,16
195,Shadi,12,12,0
195,Ocean Mage,10,12,0
195,Forest Mage,20,22,0
195,Desert Mage,16,18,16
195,Seto 2nd,16,18,2
196,Villager2,30,0,0
196,Villager3,28,0,0
196,Weevil Underwood,12,26,0
196,Shadi,24,0,0
196,Isis,44,64,0
196,Ocean Mage,22,24,0
196,High Mage Anubisius,22,22,1
196,Labyrinth Mage,28,30,28
196,Guardian Neku,0,0,48
196,Nitemare,1,40,0
196,Duel Master K,28,0,0
197,Simon Muran,52,56,1
197,Jono,44,44,40
197,Villager2,15,26,23
197,Villager3,13,18,16
197,Bandit Keith,28,40,36
197,Jono 2nd,44,46,1
197,Duel Master K,13,18,16
198,Seto,0,21,0
198,Shadi,12,12,0
198,Yami Bakura,46,48,40
198,Ocean Mage,10,12,0
198,High Mage Secmeton,25,33,0
198,Forest Mage,20,22,0
199,Villager2,15,26,23
199,Villager3,13,18,16
199,Rex Raptor,18,19,16
199,Shadi,20,20,0
199,Isis,44,64,56
199,Ocean Mage,22,24,1
199,Desert Mage,16,18,16
199,High Mage Martis,12,12,12
199,Labyrinth Mage,14,14,13
199,Guardian Neku,0,0,48
199,Nitemare,0,40,0
199,Duel Master K,13,18,16
200,Seto,156,21,0
200,Shadi,12,12,0
200,Pegasus,36,38,0
200,Isis,44,64,56
200,Kaiba,64,84,0
200,Ocean Mage,10,12,0
200,Forest Mage,20,22,0
200,High Mage Kepura,30,40,48
200,Darknite,22,24,1
200,Nitemare,0,40,0
201,Villager2,15,0,0
201,Villager3,13,0,0
201,Weevil Underwood,12,26,0
201,Pegasus,36,40,0
201,High Mage Anubisius,22,22,1
201,Labyrinth Mage,14,14,13
201,Darknite,22,24,1
201,Duel Master K,13,0,0
202,Simon Muran,52,56,1
202,Jono,44,44,40
202,Seto,0,21,0
202,Pegasus,36,38,0
202,Jono 2nd,44,46,1
202,Forest Mage,20,22,0
203,Villager2,15,26,23
203,Villager3,13,18,16
203,Seto,20,21,0
203,Heishin,20,28,1
203,Rex Raptor,16,19,16
203,Weevil Underwood,0,0,32
203,Bandit Keith,28,40,36
203,Shadi,12,12,0
203,Ocean Mage,10,12,0
203,Forest Mage,20,22,0
203,Desert Mage,16,18,16
203,Labyrinth Mage,14,14,13
203,Heishin 2nd,20,28,1
203,Duel Master K,13,18,16
204,Kaiba,0,0,34
204,High Mage Secmeton,25,35,0
204,High Mage Martis,12,12,0
204,Guardian Sebek,24,26,24
204,Guardian Neku,20,21,1
204,Seto 3rd,0,28,0
204,Nitemare,32,0,48
205,Villager2,15,26,23
205,Villager3,13,18,16
205,Rex Raptor,18,19,16
205,Shadi,20,20,0
205,Isis,50,58,54
205,Ocean Mage,22,24,1
205,Desert Mage,16,18,16
205,High Mage Martis,12,12,12
205,Labyrinth Mage,14,14,13
205,Nitemare,0,38,0
205,Duel Master K,13,18,16
206,Villager2,15,26,23
206,Villager3,13,18,16
206,Rex Raptor,18,19,16
206,Shadi,32,44,0
206,Isis,50,58,54
206,Ocean Mage,34,38,1
206,Desert Mage,16,18,16
206,High Mage Martis,12,12,12
206,Labyrinth Mage,14,14,13
206,Nitemare,0,38,0
206,Duel Master K,13,18,16
207,Jono,44,44,40
207,Seto,0,21,0
207,Mai Valentine,16,80,90
207,Pegasus,36,38,0
207,Jono 2nd,44,46,1
207,Forest Mage,20,22,0
207,High Mage Atenza,52,56,1
208,Rex Raptor,16,19,16
208,Shadi,12,12,0
208,Yami Bakura,46,48,40
208,Ocean Mage,10,12,0
208,High Mage Secmeton,25,33,0
208,Desert Mage,16,18,16
209,Seto,0,21,0
209,Rex Raptor,16,19,16
209,Weevil Underwood,20,26,1
209,Shadi,12,12,0
209,Ocean Mage,10,12,0
209,Forest Mage,20,22,0
209,High Mage Anubisius,22,22,1
209,Desert Mage,16,18,16
210,Jono,44,44,40
210,Seto,0,41,0
210,Jono 2nd,44,46,1
210,Forest Mage,20,42,0
211,Villager2,15,26,23
211,Villager3,13,18,16
211,Seto,136,21,0
211,Shadi,12,12,0
211,Ocean Mage,10,12,1
211,Forest Mage,20,22,0
211,Labyrinth Mage,14,14,13
211,Duel Master K,13,18,16
212,Seto,0,21,0
212,Shadi,12,12,0
212,Pegasus,36,38,34
212,Ocean Mage,10,12,0
212,Forest Mage,20,22,0
212,Guardian Neku,0,0,48
213,Heishin,20,28,1
213,High Mage Secmeton,52,76,0
213,High Mage Martis,12,12,0
213,High Mage Kepura,32,39,0
213,Seto 2nd,0,0,48
213,Guardian Sebek,24,26,24
213,Guardian Neku,0,0,48
213,Heishin 2nd,20,28,1
214,Jono,44,44,40
214,Seto,0,21,0
214,Shadi,12,12,0
214,Jono 2nd,44,46,1
214,Ocean Mage,10,12,0
214,Forest Mage,20,22,0
214,Seto 2nd,16,18,2
214,Guardian Neku,0,0,48
215,Villager2,15,26,23
215,Villager3,28,36,26
215,Heishin,20,28,1
215,Rex Raptor,18,19,16
215,Bandit Keith,28,40,36
215,Desert Mage,16,18,16
215,High Mage Martis,12,12,12
215,Labyrinth Mage,14,14,13
215,Guardian Sebek,1,26,24
215,Guardian Neku,0,0,48
215,Heishin 2nd,20,28,1
215,Duel Master K,28,36,26
216,Weevil Underwood,0,0,32
216,Yami Bakura,10,10,6
216,Kaiba,12,13,0
216,Guardian Neku,0,0,48
217,High Mage Atenza,6,0,0
218,Rex Raptor,52,52,48
218,Shadi,12,12,0
218,Ocean Mage,10,12,0
218,Desert Mage,22,48,52
218,High Mage Martis,12,12,12
218,Nitemare,0,0,32
219,Villager2,15,26,0
219,Villager3,13,18,0
219,Pegasus,36,38,0
219,Labyrinth Mage,14,14,13
219,Darknite,22,24,1
219,Duel Master K,13,18,0
220,Villager2,15,0,0
220,Heishin,20,28,1
220,Weevil Underwood,22,26,0
220,Yami Bakura,48,40,0
220,High Mage Secmeton,25,33,0
220,High Mage Anubisius,22,22,1
220,High Mage Martis,12,12,12
220,Labyrinth Mage,14,14,13
220,Heishin 2nd,20,28,1
221,Villager2,15,0,0
221,Villager3,13,0,0
221,Weevil Underwood,22,26,0
221,High Mage Anubisius,22,22,1
221,Labyrinth Mage,14,14,13
221,Duel Master K,13,0,0
222,Seto,0,21,0
222,Rex Raptor,16,19,16
222,Shadi,12,12,0
222,Mage Soldier,22,24,1
222,Ocean Mage,10,12,0
222,Forest Mage,20,22,0
222,Desert Mage,16,18,16
222,High Mage Martis,12,12,12
222,Seto 3rd,0,28,0
223,Heishin,24,20,0
223,Ocean Mage,24,0,52
223,Labyrinth Mage,16,0,0
223,Seto 2nd,16,18,0
223,Heishin 2nd,24,20,0
223,Seto 3rd,24,24,0
223,Nitemare,20,66,48
224,Rex Raptor,16,19,16
224,Shadi,12,12,0
224,Ocean Mage,10,12,1
224,Desert Mage,16,18,16
224,High Mage Martis,12,12,12
224,Seto 2nd,16,18,2
225,Villager2,15,0,0
225,Villager3,13,0,0
225,Weevil Underwood,22,26,0
225,Kaiba,0,0,48
225,High Mage Anubisius,22,22,1
225,Labyrinth Mage,14,14,13
225,Seto 2nd,16,18,2
225,Duel Master K,13,0,0
226,Rex Raptor,16,19,16
226,Desert Mage,16,18,16
226,High Mage Martis,12,12,12
226,Seto 2nd,16,18,2
227,Villager2,15,26,23
227,Villager3,13,18,16
227,Seto,0,21,0
227,Shadi,32,44,0
227,Isis,50,58,54
227,Ocean Mage,34,38,1
227,Forest Mage,20,22,0
227,Labyrinth Mage,13,14,13
227,Darknite,0,0,48
227,Duel Master K,13,18,16
228,Villager2,15,26,23
228,Villager3,28,36,26
228,Heishin,22,28,1
228,Bandit Keith,28,40,36
228,High Mage Martis,12,12,10
228,Labyrinth Mage,13,14,13
228,Guardian Sebek,24,26,24
228,Heishin 2nd,22,28,1
228,Duel Master K,28,36,26
229,Seto,0,21,0
229,Shadi,12,12,0
229,Yami Bakura,46,48,40
229,Ocean Mage,10,12,1
229,High Mage Secmeton,25,33,0
229,Forest Mage,20,22,0
230,Mai Valentine,30,40,0
230,Shadi,24,0,0
230,Isis,50,0,0
230,Mage Soldier,22,24,0
230,Ocean Mage,22,24,1
230,High Mage Atenza,26,27,1
230,Guardian Neku,20,21,1
230,Nitemare,1,38,0
231,Villager2,15,26,0
231,Villager3,13,18,0
231,Mage Soldier,0,0,64
231,High Mage Martis,12,12,10
231,Labyrinth Mage,14,14,13
231,Seto 2nd,16,18,2
231,Duel Master K,13,18,0
232,Seto,0,21,0
232,Rex Raptor,16,19,16
232,Shadi,12,12,1
232,Mage Soldier,22,24,1
232,Ocean Mage,10,12,0
232,Forest Mage,20,22,0
232,Desert Mage,16,18,16
232,High Mage Martis,12,12,10
232,Seto 3rd,22,28,0
233,Villager2,15,0,0
233,Weevil Underwood,22,26,0
233,Mage Soldier,44,48,1
233,High Mage Anubisius,22,22,1
233,High Mage Martis,12,12,10
233,Labyrinth Mage,14,14,13
233,Guardian Neku,42,42,0
233,Seto 3rd,22,28,0
234,Villager1,12,0,0
234,Kaiba,0,0,48
234,Montain Mage,0,12,8
234,Nitemare,28,0,0
235,Meadow Mage,20,20,0
236,Villager2,15,0,0
236,Villager3,13,0,0
236,Weevil Underwood,22,26,0
236,Mage Soldier,0,0,52
236,High Mage Anubisius,22,22,1
236,Labyrinth Mage,14,14,13
236,Seto 2nd,16,18,2
236,Duel Master K,13,0,0
237,Simon Muran,52,56,1
237,Jono,44,44,40
237,Villager2,15,26,23
237,Villager3,13,18,16
237,Seto,0,21,0
237,Heishin,22,28,1
237,Jono 2nd,0,46,1
237,Forest Mage,20,22,0
237,Labyrinth Mage,14,14,13
237,Heishin 2nd,22,28,1
237,Duel Master K,13,18,16
238,Simon Muran,12,14,1
238,Villager2,10,12,12
238,Forest Mage,0,0,52
238,Meadow Mage,20,22,20
238,Heishin 2nd,0,0,52
239,Rex Raptor,16,19,16
239,Shadi,12,12,0
239,Ocean Mage,10,12,0
239,Desert Mage,16,18,16
239,High Mage Martis,12,12,10
239,Seto 2nd,16,18,2
239,Heishin 2nd,0,0,52
239,Darknite,0,0,32
240,Rex Raptor,18,19,16
240,Shadi,12,12,0
240,Mage Soldier,22,24,1
240,Ocean Mage,10,12,0
240,Desert Mage,16,18,16
240,High Mage Martis,12,12,10
240,Heishin 2nd,0,0,52
240,Seto 3rd,0,28,16
241,Villager1,12,0,0
241,Montain Mage,0,12,8
241,Heishin 2nd,0,0,52
242,Jono,44,44,42
242,Seto,0,21,0
242,Shadi,12,12,1
242,Mage Soldier,22,24,1
242,Jono 2nd,42,44,1
242,Ocean Mage,10,12,0
242,Forest Mage,20,22,0
242,High Mage Martis,12,12,10
242,Seto 3rd,22,28,16
243,Villager2,15,26,23
243,Villager3,13,18,16
243,Rex Raptor,18,19,16
243,Shadi,32,44,1
243,Isis,50,58,54
243,Ocean Mage,34,40,1
243,Desert Mage,16,18,16
243,High Mage Martis,12,12,10
243,Labyrinth Mage,12,14,13
243,Heishin 2nd,0,0,52
243,Nitemare,0,38,0
243,Duel Master K,13,18,16
244,Villager2,15,26,23
244,Villager3,28,36,26
244,Heishin,22,28,1
244,High Mage Martis,12,12,10
244,Labyrinth Mage,12,14,13
244,Heishin 2nd,22,28,52
244,Duel Master K,28,36,26
245,Jono,44,44,42
245,Seto,0,22,0
245,Shadi,12,12,1
245,Mage Soldier,22,24,1
245,Jono 2nd,42,44,1
245,Ocean Mage,10,12,0
245,Forest Mage,20,22,0
245,High Mage Martis,12,12,10
245,Heishin 2nd,0,0,52
245,Seto 3rd,0,28,16
246,Villager2,15,0,0
246,Villager3,13,0,0
246,Pegasus,36,40,0
246,Labyrinth Mage,12,14,13
246,Darknite,22,24,1
246,Duel Master K,13,0,0
247,Rex Raptor,18,19,16
247,Shadi,20,22,1
247,Isis,50,58,54
247,Ocean Mage,22,24,1
247,Desert Mage,16,18,16
247,High Mage Martis,12,12,10
247,Darknite,0,0,70
247,Nitemare,0,38,0
248,Villager2,15,0,0
248,Villager3,13,0,0
248,Weevil Underwood,22,26,0
248,Pegasus,36,40,0
248,High Mage Anubisius,22,22,1
248,Labyrinth Mage,12,14,13
248,Darknite,22,22,1
248,Duel Master K,13,0,0
249,Isis,10,10,10
249,Kaiba,12,13,1
250,Villager2,15,26,0
250,Villager3,13,18,0
250,High Mage Martis,12,12,10
250,Labyrinth Mage,12,14,13
250,Seto 2nd,16,18,2
250,Duel Master K,13,18,0
251,Villager2,15,0,0
251,Shadi,24,0,0
251,Isis,50,58,0
251,Ocean Mage,22,24,1
251,Labyrinth Mage,14,14,13
251,Nitemare,0,38,0
251,Duel Master K,13,0,0
252,Villager3,26,0,0
252,Pegasus,9,0,0
252,Teana 2nd,10,0,0
252,Meadow Mage,5,0,0
252,Nitemare,5,0,0
253,Villager3,0,18,16
253,Heishin,22,28,1
253,Rex Raptor,18,19,16
253,Yami Bakura,46,48,40
253,High Mage Secmeton,25,33,0
253,Desert Mage,16,18,16
253,High Mage Martis,24,24,20
253,Heishin 2nd,22,28,0
253,Duel Master K,13,18,16
254,Seto,0,22,0
254,Shadi,12,12,1
254,Mage Soldier,22,24,58
254,Ocean Mage,10,12,0
254,Forest Mage,20,22,0
254,High Mage Martis,12,12,10
254,Seto 3rd,22,28,20
255,Weevil Underwood,22,26,0
255,Pegasus,34,38,0
